Acc0,Acc1,Acc2,LinearAcc0,LinearAcc1,LinearAcc2,Gravity0,Gravity1,Gravity2,Gyro0,Gyro1,Gyro2,MagnetData0,MagnetData1,MagnetData2,ConvertedData0,ConvertedData1,ConvertedData2,ResultantAcc,Timestamp,dt
0.3561375141143799,9.103353500366211,2.7096378803253174,-0.09749093651771545,-0.5551538467407227,1.0732635259628296,0.45362845063209534,9.658507347106934,1.6363743543624878,0.039148468524217606,0.07723167538642883,0.003994741477072239,-45.36000061035156,-50.63999938964844,-23.399999618530273,0.45906982876365543,0.822625645890616,0.5562662415231916,1.2122684819858547,15:14:30,0.020304635
0.5716156363487244,8.973467826843262,2.719813108444214,0.11326134204864502,-0.683100700378418,1.0734381675720215,0.45835429430007935,9.65656852722168,1.6463749408721924,0.02130528911948204,0.09827064722776413,0.005592638626694679,-45.36000061035156,-50.63999938964844,-23.399999618530273,0.5430385275801948,0.9891633500873209,0.4430123624222926,1.2773896030814267,15:14:30,0.020094896
0.8720879554748535,9.107542991638184,2.735974073410034,0.40197423100471497,-0.54754638671875,1.0842393636703491,0.47011372447013855,9.655089378356934,1.651734709739685,0.04447479173541069,0.1648496687412262,0.02689792774617672,-45.36000061035156,-50.63999938964844,-23.399999618530273,0.7326101352864143,1.006585398590257,0.2859939821193933,1.279439457627001,15:14:30,0.019671146
1.2384008169174194,10.09934139251709,2.4821887016296387,0.7205331325531006,0.4460477828979492,0.8342270851135254,0.5178676843643188,9.65329360961914,1.6479616165161133,0.07803062349557877,0.2822950780391693,0.08681905269622803,-45.36000061035156,-50.63999938964844,-23.459999084472656,0.6990261916915519,1.0713311934152339,-0.024026828199152916,1.189143157602132,15:14:30,0.020253594
0.9397241473197937,10.379463195800781,2.7018566131591797,0.3904740810394287,0.7260570526123047,1.0647435188293457,0.549250066280365,9.653406143188477,1.637113094329834,0.07989483326673508,0.21758025884628296,0.10040117800235748,-45.29999923706055,-50.63999938964844,-23.459999084472656,-0.14308763224272525,0.9700121084343252,-0.6728029013794412,1.3465911081322164,15:14:30,0.020494323
0.3519476354122162,10.327987670898438,2.8431146144866943,-0.2224436104297638,0.6752796173095703,1.2105761766433716,0.57439124584198,9.652708053588867,1.6325384378433228,0.07669904083013535,0.14913702011108398,0.09960222989320755,-45.29999923706055,-50.63999938964844,-23.459999084472656,-0.49722804786143904,1.1804115765108705,-0.41557261292816605,1.4039153823615125,15:14:30,0.019422448
0.0802057534456253,10.150816917419434,2.98437237739563,-0.504977822303772,0.497955322265625,1.356526255607605,0.5851835608482361,9.652861595153809,1.627846121788025,0.049801114946603775,0.11105381697416306,0.08681905269622803,-45.29999923706055,-50.63999938964844,-23.399999618530273,-0.6387367368810488,1.2347246005317891,0.19608370156839605,1.530727142943546,15:14:30,0.020801822
0.06344634294509888,9.6989107131958,2.718616008758545,-0.5259718298912048,0.04735565185546875,1.084560751914978,0.5894181728363037,9.651555061340332,1.634055256843567,0.08442220836877823,0.03142530098557472,0.05246427282691002,-45.29999923706055,-50.63999938964844,-23.399999618530273,-0.5544107389830777,1.3206927163503117,0.5399306969690887,1.2063005215103495,15:14:30,0.019171355
0.49619829654693604,9.329605102539063,2.7676970958709717,-0.09183597564697266,-0.32363224029541016,1.1431266069412231,0.5880342721939087,9.653237342834473,1.6245704889297485,0.13369068503379822,0.05432848632335663,-0.0162452831864357,-45.36000061035156,-50.63999938964844,-23.399999618530273,-0.15210146326237117,0.9999921422070459,0.6572989726762728,1.1915998123861093,15:14:30,0.019991354
0.4537012279033661,9.151836395263672,2.541445016860962,-0.13411560654640198,-0.5040950775146484,0.9328620433807373,0.5878168344497681,9.65593147277832,1.6085829734802246,0.1581917703151703,0.02876213937997818,-0.024234766140580177,-45.36000061035156,-50.70000076293945,-23.399999618530273,0.34336558744757495,1.076882915408845,0.37727090092562676,1.0687985942516454,15:14:30,0.020094271
0.39803603291511536,9.07103157043457,2.182314872741699,-0.1876218616962433,-0.5890674591064453,0.5981763601303101,0.5856578946113586,9.660099029541016,1.5841385126113892,0.16138756275177002,-0.061785340309143066,-0.03142530098557472,-45.36000061035156,-50.70000076293945,-23.399999618530273,0.4864251409124538,0.8448105165698969,0.4381964220364871,0.8602426356460334,15:14:30,0.019946458
0.5219359993934631,9.159018516540527,2.340930700302124,-0.06283873319625854,-0.5062379837036133,0.7882221937179565,0.5847747325897217,9.66525650024414,1.5527085065841675,0.18988339602947235,-0.09187906235456467,-0.03648530691862106,-45.36000061035156,-50.70000076293945,-23.34000015258789,0.5275651272190514,0.49977449721157363,0.4603455100486631,0.9388928741893604,15:14:30,0.020017864
0.657806932926178,9.456498146057129,2.4025814533233643,0.07100337743759155,-0.21404743194580078,0.8839459419250488,0.5868035554885864,9.67054557800293,1.5186355113983154,0.21411815285682678,-0.08761800080537796,-0.035952676087617874,-45.41999816894531,-50.70000076293945,-23.34000015258789,0.5019153282909001,0.7136704102593381,0.34680737184580757,0.9122599470413568,15:14:30,0.020434844
0.6458359360694885,9.724648475646973,2.321777105331421,0.05489218235015869,0.04872608184814453,0.8394056558609009,0.5909437537193298,9.675922393798828,1.48237144947052,0.19361181557178497,-0.10066749155521393,-0.033555831760168076,-45.41999816894531,-50.70000076293945,-23.280000686645508,0.2779305354010422,0.8574493100571949,0.1405468501304732,0.8426085911185005,15:14:31,0.020108438
0.6703764796257019,9.633070945739746,2.5462334156036377,0.07291179895401001,-0.050894737243652344,1.1200642585754395,0.5974646806716919,9.683965682983398,1.4261691570281982,0.20559604465961456,-0.0162452831864357,-0.046605318784713745,-45.36000061035156,-50.7599983215332,-23.219999313354492,-0.02284998367990454,1.0999561362449874,0.1140188447753836,1.123588157664524,15:14:31,0.019801979
0.7026981711387634,9.404424667358398,2.295440912246704,0.10617250204086304,-0.28417015075683594,0.9006956815719604,0.5965256690979004,9.688594818115234,1.3947452306747437,0.25246766209602356,0.007190534844994545,-0.05645901709794998,-45.36000061035156,-50.7599983215332,-23.15999984741211,0.14117170032437443,1.1090319461367626,0.11211175029281151,0.9504093778857394,15:14:31,0.019982344
0.6332663297653198,9.457695007324219,2.032078742980957,0.03887420892715454,-0.23751068115234375,0.6830940246582031,0.5943921208381653,9.695205688476563,1.348984718322754,0.2689792811870575,-0.011185277253389359,-0.05752427875995636,-45.29999923706055,-50.7599983215332,-23.040000915527344,0.3575832238590535,0.8715975990220426,0.1254195954489088,0.7242513198503018,15:14:31,0.019922604
